Field1,Field2,Lag,P-Value
Data Driven Horizontal Muon avg decision_P1,SN message rate_P1,1,8.469070780908366e-56
Data Driven Horizontal Muon avg decision_P1,SN processing delay_P1,1,1.3531966422873074e-52
Data Driven Horizontal Muon avg decision_P1,SN triggering delay_P1,1,1.8957624357856266e-45
Data Driven Horizontal Muon avg decision_P1,SNEWS Beat Fast rate_P1,1,5.395789706643769e-30
Data Driven Horizontal Muon avg decision_P1,SNEWS Trigger Min Delay_P1,2,1.349810728672147e-24
Data Driven Horizontal Muon avg decision_P1,Spill Trigger Avg Delay_P1,1,9.933900396115625e-07
Data Driven Horizontal Muon avg decision_P1,Spill Trigger Max Delay_P1,1,9.140590908732394e-06
Data Driven Horizontal Muon avg decision_P1,Spill Trigger Min Delay_P1,1,0.017920005021666213
Data Driven Horizontal Muon avg decision_P1,Data Driven Sun avg length_P1,2,0.0029489764216231993
Data Driven Horizontal Muon avg delay_P1,Data Driven Horizontal Muon avg length_P1,1,5.827997799347778e-72
Data Driven Horizontal Muon avg delay_P1,Data Driven Horizontal Muon rate_P1,1,1.7157873138836736e-66
Data Driven Horizontal Muon avg delay_P1,Data Driven Neutron-Antineutron avg decision_P1,1,7.277787406929149e-61
Data Driven Horizontal Muon avg delay_P1,Data Driven Neutron-Antineutron avg delay_P1,1,3.6514657981627906e-96
Data Driven Horizontal Muon avg delay_P1,Data Driven Neutron-Antineutron avg length_P1,1,3.9050837600731915e-35
Data Driven Horizontal Muon avg delay_P1,Data Driven Neutron-Antineutron rate_P1,1,5.833550455669998e-44
Data Driven Horizontal Muon avg delay_P1,Data Driven Slow Monople avg decision_P1,1,3.311806746815394e-50
Data Driven Horizontal Muon avg delay_P1,Data Driven Slow Monople avg delay_P1,1,0.0
Data Driven Horizontal Muon avg delay_P1,Data Driven Slow Monople avg length_P1,1,6.215082852508082e-219
Data Driven Horizontal Muon avg delay_P1,Data Driven Slow Monople rate_P1,1,8.69768313897996e-75
Data Driven Horizontal Muon avg delay_P1,Data Driven Upmu avg decision_P1,1,2.946153492543793e-63
Data Driven Horizontal Muon avg delay_P1,Data Driven Upmu avg delay_P1,1,0.0
Data Driven Horizontal Muon avg delay_P1,Data Driven Upmu avg length_P1,1,2.2160024221095216e-67
Data Driven Horizontal Muon avg delay_P1,Data Driven Upmu rate_P1,1,2.7798894213884037e-149
Data Driven Horizontal Muon avg delay_P1,LIGO Beat Fast rate_P1,1,2.913336129858592e-24
Data Driven Horizontal Muon avg delay_P1,Overall Trigger Rate_P1,1,3.52797497430915e-31
Data Driven Horizontal Muon avg delay_P1,Periodic Calibration Pulser rate_P1,1,1.2529721289554075e-92
Data Driven Horizontal Muon avg delay_P1,SN datablock process rate_P1,1,1.8394551923755422e-19
Data Driven Horizontal Muon avg delay_P1,SN message delay_P1,1,2.872147459584187e-28
Data Driven Horizontal Muon avg delay_P1,SN message rate_P1,1,1.9189942664444297e-58
Data Driven Horizontal Muon avg delay_P1,SN processing delay_P1,1,5.3272261732003523e-51
Data Driven Horizontal Muon avg delay_P1,SN triggering delay_P1,1,2.539641422662183e-39
Data Driven Horizontal Muon avg delay_P1,SNEWS Beat Fast rate_P1,1,1.427432197865325e-34
Data Driven Horizontal Muon avg delay_P1,SNEWS Trigger Avg Delay_P1,1,0.001375349533440293
Data Driven Horizontal Muon avg delay_P1,SNEWS Trigger Min Delay_P1,1,1.2383457065251905e-14
Data Driven Horizontal Muon avg delay_P1,Spill Trigger Avg Delay_P1,1,1.176867183895349e-08
Data Driven Horizontal Muon avg delay_P1,Spill Trigger Max Delay_P1,1,2.2687873637667497e-06
Data Driven Horizontal Muon avg delay_P1,Spill Trigger Min Delay_P1,1,2.3656678512003746e-09
Data Driven Horizontal Muon avg delay_P1,Spill Trigger Std Delay_P1,3,0.00225175602580312
Data Driven Horizontal Muon avg delay_P1,Data Driven Sun avg length_P1,2,0.001985673898460905
Data Driven Horizontal Muon avg length_P1,Data Driven Horizontal Muon rate_P1,1,5.942199781783475e-39
Data Driven Horizontal Muon avg length_P1,Data Driven Neutron-Antineutron avg decision_P1,1,2.368038910572546e-07
Data Driven Horizontal Muon avg length_P1,Data Driven Neutron-Antineutron avg delay_P1,1,3.8383128264288085e-74
Data Driven Horizontal Muon avg length_P1,Data Driven Neutron-Antineutron rate_P1,1,1.446130665062093e-79
Data Driven Horizontal Muon avg length_P1,Data Driven Slow Monople avg decision_P1,2,0.0009174953492756872
Data Driven Horizontal Muon avg length_P1,Data Driven Slow Monople avg delay_P1,1,8.627491719458972e-50
Data Driven Horizontal Muon avg length_P1,Data Driven Slow Monople avg length_P1,1,3.1092271940152847e-93
Data Driven Horizontal Muon avg length_P1,Data Driven Slow Monople rate_P1,1,4.287999077239572e-23
Data Driven Horizontal Muon avg length_P1,Data Driven Upmu avg decision_P1,1,0.00012760915146126147
Data Driven Horizontal Muon avg length_P1,Data Driven Upmu avg delay_P1,1,1.776176713500798e-61
Data Driven Horizontal Muon avg length_P1,Data Driven Upmu avg length_P1,1,0.03608205219948951
Data Driven Horizontal Muon avg length_P1,Data Driven Upmu rate_P1,1,9.045966738304058e-56
Data Driven Horizontal Muon avg length_P1,NuMI Beam Spill Trigger rate_P1,2,0.0006786881184042538
Data Driven Horizontal Muon avg length_P1,Overall Trigger Rate_P1,1,1.2058155895991515e-28
Data Driven Horizontal Muon avg length_P1,Periodic Calibration Pulser rate_P1,1,1.9303698628279252e-45
Data Driven Horizontal Muon avg length_P1,SN message delay_P1,1,8.309828081590474e-137
Data Driven Horizontal Muon avg length_P1,SN message rate_P1,1,1.1052995696342473e-14
Data Driven Horizontal Muon avg length_P1,SN processing delay_P1,1,1.86864141774742e-48
Data Driven Horizontal Muon avg length_P1,SN triggering delay_P1,4,0.010664641636815927
Data Driven Horizontal Muon avg length_P1,SNEWS Beat Fast rate_P1,1,2.290936287337909e-30
Data Driven Horizontal Muon avg length_P1,Spill Trigger Avg Delay_P1,3,4.00333544135922e-08
Data Driven Horizontal Muon avg length_P1,Spill Trigger Max Delay_P1,3,1.5257233614850158e-17
Data Driven Horizontal Muon avg length_P1,Spill Trigger Min Delay_P1,2,8.615954764231412e-05
Data Driven Horizontal Muon avg length_P1,Spill Trigger Std Delay_P1,1,0.01571316369107355
Data Driven Horizontal Muon avg length_P1,Data Driven Sun avg length_P1,2,8.984296662026719e-20
Data Driven Horizontal Muon avg length_P1,Data Driven Sun rate_P1,2,0.03563303858256482
Data Driven Horizontal Muon rate_P1,Data Driven Neutron-Antineutron avg decision_P1,1,6.806194063867052e-91
Data Driven Horizontal Muon rate_P1,Data Driven Neutron-Antineutron avg delay_P1,1,9.845515997950044e-123
Data Driven Horizontal Muon rate_P1,Data Driven Neutron-Antineutron avg length_P1,1,9.500036637102029e-68
Data Driven Horizontal Muon rate_P1,Data Driven Neutron-Antineutron rate_P1,1,1.1086766919907249e-148
Data Driven Horizontal Muon rate_P1,Data Driven Slow Monople avg decision_P1,1,2.4974438389892837e-76
Data Driven Horizontal Muon rate_P1,Data Driven Slow Monople avg delay_P1,1,1.0270686073177128e-111
Data Driven Horizontal Muon rate_P1,Data Driven Slow Monople avg length_P1,1,1.4200112761098582e-208
Data Driven Horizontal Muon rate_P1,Data Driven Slow Monople rate_P1,1,2.318710669008084e-168
Data Driven Horizontal Muon rate_P1,Data Driven Upmu avg decision_P1,1,1.4779809189868904e-95
Data Driven Horizontal Muon rate_P1,Data Driven Upmu avg delay_P1,1,2.950545969604964e-157
Data Driven Horizontal Muon rate_P1,Data Driven Upmu avg length_P1,1,4.199378281090313e-186
Data Driven Horizontal Muon rate_P1,Data Driven Upmu rate_P1,1,1.0107097872957736e-144
Data Driven Horizontal Muon rate_P1,LIGO Beat Fast rate_P1,1,1.2460943775101346e-66
Data Driven Horizontal Muon rate_P1,NuMI Beam Spill Trigger rate_P1,2,0.03737156367178158
Data Driven Horizontal Muon rate_P1,Overall Trigger Rate_P1,1,3.783862938738906e-55
Data Driven Horizontal Muon rate_P1,Periodic Calibration Pulser rate_P1,1,7.317263590328613e-131
Data Driven Horizontal Muon rate_P1,SN datablock process rate_P1,1,3.881492489629612e-45
Data Driven Horizontal Muon rate_P1,SN message delay_P1,1,2.15830839883541e-75
Data Driven Horizontal Muon rate_P1,SN message rate_P1,1,7.15456515392092e-195
Data Driven Horizontal Muon rate_P1,SN processing delay_P1,1,4.5654455884999695e-98
Data Driven Horizontal Muon rate_P1,SN triggering delay_P1,1,1.185143338373902e-93
Data Driven Horizontal Muon rate_P1,SNEWS Beat Fast rate_P1,1,1.0301163348767539e-79
Data Driven Horizontal Muon rate_P1,SNEWS Trigger Max Delay_P1,4,0.0025831094636023315
Data Driven Horizontal Muon rate_P1,SNEWS Trigger Min Delay_P1,2,0.0025516031446376174
Data Driven Horizontal Muon rate_P1,Spill Trigger Avg Delay_P1,1,3.249672750685331e-27
Data Driven Horizontal Muon rate_P1,Spill Trigger Max Delay_P1,1,1.5832064095741744e-16
Data Driven Horizontal Muon rate_P1,Spill Trigger Min Delay_P1,1,1.3182440335723984e-15
Data Driven Horizontal Muon rate_P1,Spill Trigger Std Delay_P1,2,0.0028535276022649304
Data Driven Horizontal Muon rate_P1,Data Driven Moon rate_P1,1,0.005393960376704251
Data Driven Horizontal Muon rate_P1,Data Driven Sun avg length_P1,2,0.005217600917155183
Data Driven Michel avg decision_P1,Data Driven Michel avg length_P1,1,4.5980847291739534e-49
Data Driven Michel avg decision_P1,Data Driven Michel rate_P1,1,1.789738190023255e-65
Data Driven Michel avg decision_P1,NuMI Beam Spill Trigger rate_P1,3,0.004413686921510121
Data Driven Michel avg decision_P1,Overall Trigger Rate_P1,2,0.03541956109517235
Data Driven Michel avg decision_P1,Data Driven Sun avg length_P1,2,9.135586883543246e-10
Data Driven Michel avg delay_P1,Data Driven Michel avg length_P1,1,4.096560168089827e-49
Data Driven Michel avg delay_P1,Data Driven Michel rate_P1,1,1.5494884958736966e-65
Data Driven Michel avg delay_P1,NuMI Beam Spill Trigger rate_P1,3,0.0043767942787216775
Data Driven Michel avg delay_P1,Overall Trigger Rate_P1,2,0.03557548568236591
Data Driven Michel avg delay_P1,Data Driven Sun avg length_P1,2,9.211452675738138e-10
Data Driven Michel avg length_P1,Data Driven Michel rate_P1,1,4.0316039183857056e-211
Data Driven Michel avg length_P1,SN datablock process rate_P1,1,0.009010618234597638
Data Driven Michel avg length_P1,Data Driven Moon avg decision_P1,1,0.049306870753429155
Data Driven Michel avg length_P1,Data Driven Moon avg delay_P1,1,0.0493107131800478
Data Driven Michel avg length_P1,Data Driven Sun avg length_P1,2,0.0010946153786081342
Data Driven Michel rate_P1,NuMI Beam Spill Trigger rate_P1,3,0.026176438496214774
Data Driven Michel rate_P1,SN message rate_P1,4,0.032589858100428346
Data Driven Michel rate_P1,Data Driven Sun avg decision_P1,4,0.04215004967914933
Data Driven Michel rate_P1,Data Driven Sun avg delay_P1,4,0.045825929014338254
Data Driven Michel rate_P1,Data Driven Sun avg length_P1,2,0.001755825823591489
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Neutron-Antineutron avg delay_P1,1,2.573125446345447e-124
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Neutron-Antineutron avg length_P1,1,7.755132136189409e-30
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Neutron-Antineutron rate_P1,1,2.064275481886099e-105
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Slow Monople avg decision_P1,1,4.6361822275124445e-35
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Slow Monople avg delay_P1,1,2.3549052406208798e-85
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Slow Monople avg length_P1,1,2.689031667031075e-113
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Slow Monople rate_P1,1,1.3240125913796188e-48
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Upmu avg decision_P1,1,7.217193211043341e-58
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Upmu avg delay_P1,1,3.7077871024933224e-106
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Upmu avg length_P1,1,4.027746880744117e-93
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Upmu rate_P1,1,3.2847036541334284e-76
Data Driven Neutron-Antineutron avg decision_P1,LIGO Beat Fast rate_P1,1,2.9013974713621264e-13
Data Driven Neutron-Antineutron avg decision_P1,NuMI Beam Spill Trigger rate_P1,3,0.01822989142505474
Data Driven Neutron-Antineutron avg decision_P1,Overall Trigger Rate_P1,1,2.847631736260997e-44
Data Driven Neutron-Antineutron avg decision_P1,Periodic Calibration Pulser rate_P1,1,2.1459346996010905e-78
Data Driven Neutron-Antineutron avg decision_P1,SN datablock process rate_P1,1,7.166471559915646e-19
Data Driven Neutron-Antineutron avg decision_P1,SN message delay_P1,1,1.080412474406729e-272
Data Driven Neutron-Antineutron avg decision_P1,SN message rate_P1,1,6.208765035429072e-95
Data Driven Neutron-Antineutron avg decision_P1,SN processing delay_P1,1,5.872542298149189e-76
Data Driven Neutron-Antineutron avg decision_P1,SN triggering delay_P1,1,1.7993935093922854e-47
Data Driven Neutron-Antineutron avg decision_P1,SNEWS Beat Fast rate_P1,1,1.9436596642564057e-76
Data Driven Neutron-Antineutron avg decision_P1,Spill Trigger Avg Delay_P1,1,9.0389083756849e-08
Data Driven Neutron-Antineutron avg decision_P1,Spill Trigger Max Delay_P1,1,2.0543382066001608e-08
Data Driven Neutron-Antineutron avg decision_P1,Spill Trigger Min Delay_P1,1,0.005793318990573093
Data Driven Neutron-Antineutron avg decision_P1,Spill Trigger Std Delay_P1,1,0.00019348770943260096
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Sun avg length_P1,2,0.0005538751460826578
Data Driven Neutron-Antineutron avg decision_P1,Data Driven Sun rate_P1,2,0.03266346304215764
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Neutron-Antineutron avg length_P1,1,1.5869417472094193e-29
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Neutron-Antineutron rate_P1,1,8.415216907590698e-33
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Numu rate_P1,2,0.046041328609825634
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Slow Monople avg decision_P1,1,4.282585851082937e-41
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Slow Monople avg delay_P1,1,0.0
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Slow Monople avg length_P1,1,2.685825557281091e-214
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Slow Monople rate_P1,1,4.41614864696543e-58
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Upmu avg decision_P1,1,1.1354558379793959e-50
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Upmu avg delay_P1,1,0.0
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Upmu avg length_P1,1,1.4773017700639714e-54
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Upmu rate_P1,1,1.6053017006207917e-139
Data Driven Neutron-Antineutron avg delay_P1,LIGO Beat Fast rate_P1,1,5.9401964048297204e-21
Data Driven Neutron-Antineutron avg delay_P1,Overall Trigger Rate_P1,1,3.327513276974817e-30
Data Driven Neutron-Antineutron avg delay_P1,Periodic Calibration Pulser rate_P1,1,2.8136876609777604e-82
Data Driven Neutron-Antineutron avg delay_P1,SN datablock process rate_P1,1,3.0455388844586463e-14
Data Driven Neutron-Antineutron avg delay_P1,SN message delay_P1,1,1.1144836702701724e-12
Data Driven Neutron-Antineutron avg delay_P1,SN message rate_P1,1,1.7058983098632167e-48
Data Driven Neutron-Antineutron avg delay_P1,SN processing delay_P1,1,1.4402703018411078e-43
Data Driven Neutron-Antineutron avg delay_P1,SN triggering delay_P1,1,5.105111392615451e-34
Data Driven Neutron-Antineutron avg delay_P1,SNEWS Beat Fast rate_P1,1,3.1129986179732983e-25
Data Driven Neutron-Antineutron avg delay_P1,SNEWS Trigger Avg Delay_P1,1,2.3251704517982684e-05
Data Driven Neutron-Antineutron avg delay_P1,SNEWS Trigger Min Delay_P1,1,1.1403608839497324e-26
Data Driven Neutron-Antineutron avg delay_P1,Spill Trigger Avg Delay_P1,1,4.011919858620152e-07
Data Driven Neutron-Antineutron avg delay_P1,Spill Trigger Max Delay_P1,1,0.000539657882175624
Data Driven Neutron-Antineutron avg delay_P1,Spill Trigger Min Delay_P1,1,2.3710900732525894e-05
Data Driven Neutron-Antineutron avg delay_P1,Spill Trigger Std Delay_P1,1,0.006879318630814518
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Sun avg length_P1,2,0.00011724096402162633
Data Driven Neutron-Antineutron avg delay_P1,Data Driven Sun rate_P1,4,0.02514847852422972
Data Driven Neutron-Antineutron avg length_P1,Data Driven Neutron-Antineutron rate_P1,1,2.727717914873017e-256
Data Driven Neutron-Antineutron avg length_P1,Data Driven Slow Monople avg decision_P1,1,6.992313438247007e-234
Data Driven Neutron-Antineutron avg length_P1,Data Driven Slow Monople avg delay_P1,1,1.741971068491782e-165
Data Driven Neutron-Antineutron avg length_P1,Data Driven Slow Monople avg length_P1,1,8.401768767109916e-261
Data Driven Neutron-Antineutron avg length_P1,Data Driven Slow Monople rate_P1,1,7.417670066713976e-160
Data Driven Neutron-Antineutron avg length_P1,Data Driven Upmu avg decision_P1,1,1.535437637647241e-264
Data Driven Neutron-Antineutron avg length_P1,Data Driven Upmu avg delay_P1,1,1.3349274135517668e-212
Data Driven Neutron-Antineutron avg length_P1,Data Driven Upmu avg length_P1,1,0.0
Data Driven Neutron-Antineutron avg length_P1,Data Driven Upmu rate_P1,1,8.46925180151483e-209
Data Driven Neutron-Antineutron avg length_P1,LIGO Beat Fast rate_P1,1,6.915534018142312e-164
Data Driven Neutron-Antineutron avg length_P1,Overall Trigger Rate_P1,1,5.82838557065377e-149
Data Driven Neutron-Antineutron avg length_P1,Periodic Calibration Pulser rate_P1,1,1.5968127842498193e-204
Data Driven Neutron-Antineutron avg length_P1,SN datablock process rate_P1,1,4.6213886289574554e-94
Data Driven Neutron-Antineutron avg length_P1,SN message delay_P1,1,1.1384039527118491e-226
Data Driven Neutron-Antineutron avg length_P1,SN message rate_P1,1,0.0
Data Driven Neutron-Antineutron avg length_P1,SN processing delay_P1,1,9.355373558335702e-184
Data Driven Neutron-Antineutron avg length_P1,SN triggering delay_P1,1,1.406416849517189e-195
Data Driven Neutron-Antineutron avg length_P1,SNEWS Beat Fast rate_P1,1,2.483483015782614e-208
Data Driven Neutron-Antineutron avg length_P1,Spill Trigger Avg Delay_P1,1,5.726788570444974e-49
Data Driven Neutron-Antineutron avg length_P1,Spill Trigger Max Delay_P1,1,5.8842602695149464e-40
Data Driven Neutron-Antineutron avg length_P1,Spill Trigger Min Delay_P1,1,1.4941681987659108e-10
Data Driven Neutron-Antineutron avg length_P1,Spill Trigger Std Delay_P1,1,2.8297833041098927e-07
Data Driven Neutron-Antineutron rate_P1,Data Driven Slow Monople avg decision_P1,1,5.930419978267554e-54
Data Driven Neutron-Antineutron rate_P1,Data Driven Slow Monople avg delay_P1,1,2.8742208311932033e-86
Data Driven Neutron-Antineutron rate_P1,Data Driven Slow Monople avg length_P1,1,9.604605760798972e-169
Data Driven Neutron-Antineutron rate_P1,Data Driven Slow Monople rate_P1,1,7.001259278117689e-95
Data Driven Neutron-Antineutron rate_P1,Data Driven Upmu avg decision_P1,1,1.4121472514240895e-68
Data Driven Neutron-Antineutron rate_P1,Data Driven Upmu avg delay_P1,1,2.0039383322733987e-122
Data Driven Neutron-Antineutron rate_P1,Data Driven Upmu avg length_P1,1,1.3526570924557929e-167
Data Driven Neutron-Antineutron rate_P1,Data Driven Upmu rate_P1,1,1.0996521174253747e-124
Data Driven Neutron-Antineutron rate_P1,LIGO Beat Fast rate_P1,1,9.182378612175018e-57
Data Driven Neutron-Antineutron rate_P1,Overall Trigger Rate_P1,1,9.496214436103591e-106
Data Driven Neutron-Antineutron rate_P1,Periodic Calibration Pulser rate_P1,1,1.3911195090443104e-111
Data Driven Neutron-Antineutron rate_P1,SN datablock process rate_P1,1,3.969734220212473e-23
Data Driven Neutron-Antineutron rate_P1,SN message delay_P1,1,2.38169578146375e-84
Data Driven Neutron-Antineutron rate_P1,SN message rate_P1,1,1.3823711491411257e-188
Data Driven Neutron-Antineutron rate_P1,SN processing delay_P1,1,3.060585630358551e-98
Data Driven Neutron-Antineutron rate_P1,SN triggering delay_P1,1,3.643009727193612e-69
Data Driven Neutron-Antineutron rate_P1,SNEWS Beat Fast rate_P1,1,3.157436314409468e-70
Data Driven Neutron-Antineutron rate_P1,SNEWS Trigger Min Delay_P1,3,0.00013783534319315895
Data Driven Neutron-Antineutron rate_P1,Spill Trigger Avg Delay_P1,1,4.7087393513811536e-24
Data Driven Neutron-Antineutron rate_P1,Spill Trigger Max Delay_P1,1,1.6470393783367443e-20
Data Driven Neutron-Antineutron rate_P1,Spill Trigger Min Delay_P1,1,2.320936089383544e-12
Data Driven Neutron-Antineutron rate_P1,Spill Trigger Std Delay_P1,1,0.017807770647942905
Data Driven Neutron-Antineutron rate_P1,Data Driven Sun avg decision_P1,1,0.024822103389303195
Data Driven Neutron-Antineutron rate_P1,Data Driven Sun avg delay_P1,1,0.024958465335809706
Data Driven Neutron-Antineutron rate_P1,Data Driven Sun avg length_P1,1,0.01991405026936164
Data Driven Neutron-Antineutron rate_P1,Data Driven Sun rate_P1,1,0.0014129683334702776
Data Driven Numu avg decision_P1,NuMI Beam Spill Trigger rate_P1,1,0.007789923933668584
Data Driven Numu avg decision_P1,SN triggering delay_P1,2,0.031531301171769055
Data Driven Numu avg decision_P1,SNEWS Trigger Avg Delay_P1,1,0.041620844128093505
Data Driven Numu avg decision_P1,SNEWS Trigger Max Delay_P1,3,0.03767413462686881
Data Driven Numu avg decision_P1,Data Driven Sun avg length_P1,2,5.743596186683864e-08
Data Driven Numu avg delay_P1,NuMI Beam Spill Trigger rate_P1,1,0.007752291626348002
Data Driven Numu avg delay_P1,SN triggering delay_P1,2,0.03127757385021093
Data Driven Numu avg delay_P1,SNEWS Trigger Avg Delay_P1,1,0.04161116194079956
Data Driven Numu avg delay_P1,SNEWS Trigger Max Delay_P1,3,0.03767794407392928
Data Driven Numu avg delay_P1,Data Driven Sun avg length_P1,2,5.7618507345691146e-08
Data Driven Numu avg length_P1,SN datablock process rate_P1,1,0.028853624902208986
Data Driven Numu avg length_P1,SNEWS Trigger Max Delay_P1,1,0.03159586788721506
Data Driven Numu avg length_P1,Data Driven Sun avg delay_P1,4,0.04940621431319293
Data Driven Numu rate_P1,Data Driven Sun avg length_P1,2,8.39577646132345e-06
Data Driven Slow Monople avg decision_P1,Data Driven Slow Monople avg delay_P1,1,2.7619158414167393e-120
Data Driven Slow Monople avg decision_P1,Data Driven Slow Monople avg length_P1,1,2.4845928962290645e-149
Data Driven Slow Monople avg decision_P1,Data Driven Slow Monople rate_P1,1,1.849655600037459e-78
Data Driven Slow Monople avg decision_P1,Data Driven Upmu avg decision_P1,1,2.6976262019398585e-193
Data Driven Slow Monople avg decision_P1,Data Driven Upmu avg delay_P1,1,3.303340547101055e-146
Data Driven Slow Monople avg decision_P1,Data Driven Upmu avg length_P1,1,6.98714524038215e-185
Data Driven Slow Monople avg decision_P1,Data Driven Upmu rate_P1,1,1.78749140119706e-105
Data Driven Slow Monople avg decision_P1,LIGO Beat Fast rate_P1,1,6.20837019021194e-49
Data Driven Slow Monople avg decision_P1,NuMI Beam Spill Trigger rate_P1,3,0.0008951890304518779
Data Driven Slow Monople avg decision_P1,Overall Trigger Rate_P1,1,7.529069749129454e-70
Data Driven Slow Monople avg decision_P1,Periodic Calibration Pulser rate_P1,1,1.1066301451853165e-112
Data Driven Slow Monople avg decision_P1,SN datablock process rate_P1,1,1.769077551411667e-34
Data Driven Slow Monople avg decision_P1,SN message delay_P1,1,1.5268956548474036e-291
Data Driven Slow Monople avg decision_P1,SN message rate_P1,1,2.8340769099943552e-151
Data Driven Slow Monople avg decision_P1,SN processing delay_P1,1,2.9587063654883755e-109
Data Driven Slow Monople avg decision_P1,SN triggering delay_P1,1,7.085141491320733e-97
Data Driven Slow Monople avg decision_P1,SNEWS Beat Fast rate_P1,1,2.776883222036572e-118
Data Driven Slow Monople avg decision_P1,SNEWS Trigger Std Delay_P1,4,0.00902306501796088
Data Driven Slow Monople avg decision_P1,Spill Trigger Avg Delay_P1,1,8.848318139794476e-19
Data Driven Slow Monople avg decision_P1,Spill Trigger Max Delay_P1,1,2.1159329668384552e-15
Data Driven Slow Monople avg decision_P1,Spill Trigger Min Delay_P1,1,3.8340767016285223e-07
Data Driven Slow Monople avg decision_P1,Spill Trigger Std Delay_P1,1,1.0715316057283933e-08
Data Driven Slow Monople avg decision_P1,Data Driven Sun avg length_P1,4,0.03970342962631921
Data Driven Slow Monople avg delay_P1,Data Driven Slow Monople avg length_P1,1,3.0683742118262713e-114
Data Driven Slow Monople avg delay_P1,Data Driven Slow Monople rate_P1,1,1.7903022408120912e-70
Data Driven Slow Monople avg delay_P1,Data Driven Upmu avg decision_P1,1,5.004815424157485e-85
Data Driven Slow Monople avg delay_P1,Data Driven Upmu avg delay_P1,1,3.3942425848091533e-124
Data Driven Slow Monople avg delay_P1,Data Driven Upmu avg length_P1,1,2.8663381906124985e-95
Data Driven Slow Monople avg delay_P1,Data Driven Upmu rate_P1,1,2.622342877259553e-91
Data Driven Slow Monople avg delay_P1,LIGO Beat Fast rate_P1,1,1.9970373701057224e-41
Data Driven Slow Monople avg delay_P1,Overall Trigger Rate_P1,1,8.594957733525882e-60
Data Driven Slow Monople avg delay_P1,Periodic Calibration Pulser rate_P1,1,1.481349940570175e-80
Data Driven Slow Monople avg delay_P1,SN datablock process rate_P1,1,1.1546889917670673e-25
Data Driven Slow Monople avg delay_P1,SN message delay_P1,1,2.413154999262906e-85
Data Driven Slow Monople avg delay_P1,SN message rate_P1,1,7.913083753163009e-88
Data Driven Slow Monople avg delay_P1,SN processing delay_P1,1,2.351185773433615e-91
Data Driven Slow Monople avg delay_P1,SN triggering delay_P1,1,9.954420401991492e-69
Data Driven Slow Monople avg delay_P1,SNEWS Beat Fast rate_P1,1,2.5284903511796196e-53
Data Driven Slow Monople avg delay_P1,SNEWS Trigger Avg Delay_P1,3,0.0435342852357291
Data Driven Slow Monople avg delay_P1,SNEWS Trigger Max Delay_P1,3,0.032300670992369
Data Driven Slow Monople avg delay_P1,SNEWS Trigger Min Delay_P1,1,2.6137549694675126e-12
Data Driven Slow Monople avg delay_P1,Spill Trigger Avg Delay_P1,1,1.623191104135002e-16
Data Driven Slow Monople avg delay_P1,Spill Trigger Max Delay_P1,1,1.174509112794145e-10
Data Driven Slow Monople avg delay_P1,Spill Trigger Min Delay_P1,1,3.424075954657491e-07
Data Driven Slow Monople avg delay_P1,Spill Trigger Std Delay_P1,1,0.00035554739455156704
Data Driven Slow Monople avg delay_P1,Data Driven Sun avg length_P1,2,0.028504685629134347
Data Driven Slow Monople avg length_P1,Data Driven Slow Monople rate_P1,1,5.549875528397994e-114
Data Driven Slow Monople avg length_P1,Data Driven Upmu avg decision_P1,1,2.3669505557065567e-103
Data Driven Slow Monople avg length_P1,Data Driven Upmu avg delay_P1,1,6.490239120251135e-131
Data Driven Slow Monople avg length_P1,Data Driven Upmu avg length_P1,1,1.6841185433615597e-156
Data Driven Slow Monople avg length_P1,Data Driven Upmu rate_P1,1,1.6815505110094898e-193
Data Driven Slow Monople avg length_P1,LIGO Beat Fast rate_P1,1,1.8870762975043862e-48
Data Driven Slow Monople avg length_P1,Overall Trigger Rate_P1,1,2.9495906310961935e-70
Data Driven Slow Monople avg length_P1,Periodic Calibration Pulser rate_P1,1,1.4894458106666824e-139
Data Driven Slow Monople avg length_P1,SN datablock process rate_P1,1,2.7339265113063234e-28
