Field,Timestamp,Value,Reason
Data Driven Sun avg delay_P1,2024-02-20 08:11:15,28917.26,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 08:11:30,36570.66666666666,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 08:12:00,24316.02,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 08:12:15,18240.92,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 08:12:30,11546.38,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 09:26:00,0.0,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 09:31:30,10914.7,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 11:51:30,14110.809333333336,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 11:57:45,13411.713333333337,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 11:58:15,9349.436666666666,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 11:58:30,15338.146666666666,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 11:58:45,6951.747333333333,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:01:15,13698.1,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:02:45,13838.026666666668,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:03:30,10168.9,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:03:45,15119.6,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:04:15,14065.8,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:04:30,8446.114666666668,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:05:30,8530.518666666667,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:05:45,17907.546666666665,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:06:00,11977.405333333334,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:06:30,21084.4,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:06:45,15657.483333333332,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:07:00,3503.523333333333,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:07:30,15896.311555555556,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:08:45,9475.393333333335,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:10:00,12234.824,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:15:00,3958.393333333333,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:16:00,13978.593333333332,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:16:30,11505.58,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:19:00,0.0,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:21:15,7132.8,Sharp Change
Data Driven Sun avg delay_P1,2024-02-20 12:21:30,0.0,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 01:51:15,26856.2,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 01:51:30,0.0,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 03:42:45,29706.94,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 03:43:00,35376.36666666667,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 03:43:30,24009.246666666662,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 03:43:45,17367.64,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 04:57:30,0.0,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 05:03:00,8745.68,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 08:32:45,0.0,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 08:47:45,16296.0,Sharp Change
Data Driven Fast Monopole avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-19 13:02:30,10.066666666666666,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-19 13:10:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 09:44:30,10.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 09:50:00,11.466666666666669,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 09:50:15,8.133333333333333,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 09:51:00,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 11:22:30,10.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 11:30:30,0.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 12:14:30,10.0,Sharp Change
Data Driven Fast Monopole Neural Network Variant 2 avg length_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 01:52:45,19939.0,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 01:53:00,0.0,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 03:44:15,23539.820000000003,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 03:44:30,30906.533333333333,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 03:45:00,23635.31333333333,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 03:45:15,15627.899999999998,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 04:59:00,0.0,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 05:04:30,8795.24,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 08:34:15,0.0,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 08:49:00,14413.3,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 08:55:15,16339.993333333334,Sharp Change
Data Driven Upmu avg decision_P1,2024-02-20 12:25:15,0.0,Sharp Change
Data Driven Michel avg decision_P1,2024-02-20 10:04:45,0.0,Sharp Change
Data Driven Michel avg decision_P1,2024-02-20 11:03:15,18595.4,Sharp Change
Data Driven Michel avg decision_P1,2024-02-20 11:03:30,15711.240000000002,Sharp Change
Data Driven Michel avg decision_P1,2024-02-20 11:03:45,12374.946666666669,Sharp Change
